what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1286593902673
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1286593902674
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1286593902674
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1286593902674
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1286593902674
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1286593902674
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1286593902674
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1286593902674
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1286593902674
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1286593902674
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1286593902674
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1286593902674
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1286593902674
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1286593902675
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1286593902675
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1286593902675
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1286593902675
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1286593902675
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1286593902675
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1286593902675
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1286593902675
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1286593902675
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1286593902675
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1286593902675
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1286593902675
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1286593902675
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1286593902675
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1286593902675
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1286593902675
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1286593902675
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1286593902675
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1286593902675
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1286593902675
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1286593902675
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1286593902675
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1286593902676
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1286593902676
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1286593902676
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1286593902676
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1286593902676
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1286593902676
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1286593902676
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1286593902676
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1286593902676
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1286593902676
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1286593902676
os,sysinfo,,,"macosx",1286593902679
arch,sysinfo,,,"x86_64",1286593902679
ws,sysinfo,,,"cocoa",1286593902679
locale,sysinfo,,,"en_US",1286593902679
processors,sysinfo,,,"2",1286593902679
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1286593902679
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1286593902679
java.specification.name,sysinfo,,,"Java Platform API Specification",1286593902679
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286593902679
java.specification.version,sysinfo,,,"1.6",1286593902679
java.vendor,sysinfo,,,"Apple Inc.",1286593902679
java.version,sysinfo,,,"1.6.0_20",1286593902679
java.vm.info,sysinfo,,,"mixed mode",1286593902679
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1286593902679
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1286593902679
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1286593902679
java.vm.specification.version,sysinfo,,,"1.0",1286593902679
java.vm.vendor,sysinfo,,,"Apple Inc.",1286593902679
java.vm.version,sysinfo,,,"16.3-b01-279",1286593902679
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1286593905516
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1286593905553
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1286593905570
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1286593910625
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1286593910642
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1286593910655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593911671
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1286593916246
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1286593916252
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593916421
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1286593918898
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1286593918902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593922333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593924117
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1286593924438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593927735
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1286593929978
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593930854
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1286593931566
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286593931615
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286593931749
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1286593932152
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1286593932228
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286593932326
closed,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1286593932340
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1286593933587
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286593933649
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1286593933657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593936442
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593939552
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593941292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593949480
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593949514
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286593990773
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1286593998278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594014791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594021348
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1286594023379
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1286594047749
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1286594078158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594083709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594083869
error,log,,,"Unhandled event loop exception",1286594084038
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286594181347
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1286594184597
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1286594184661
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1286594184704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594184721
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286594185590
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286594191550
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1286594193416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594195218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594331252
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286594332680
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1286594346404
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594434507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594458556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594477397
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594480484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594481251
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594483180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594486306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594504206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594525649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594533338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1286594535214
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1286594535231
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594570568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594582225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594593892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594595780
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594599122
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594602512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594672589
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594684270
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594689276
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594710430
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594724347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594735655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1286594737337
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594740116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594744543
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594782073
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594793107
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286594825660
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594836329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594846562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594852359
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286594940217
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286594942774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1286594944354
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286594945578
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1286594948351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595004625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286595040731
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1286595043167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595065098
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595092741
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286595094895
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595099633
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286595108905
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286595115908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595141405
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1286595155910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595169022
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286595173262
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1286595175883
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595178314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595190574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595204448
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595226179
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286595229539
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595256827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595266121
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595267721
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595272194
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595272839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595274668
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286595277786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1286595280488
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595283982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1286595312703
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286595315429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1286595366697
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286595371688
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286595385522
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595388773
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389255
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389434
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389590
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389678
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595389920
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390005
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390089
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390258
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390424
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390684
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390757
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390840
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595390924
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391089
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391172
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391341
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391527
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391676
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391759
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391849
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595391928
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392113
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392212
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392275
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392352
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392457
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392624
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392685
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392788
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595392925
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595393014
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1286595393093
